subj,ch_name,spkr_p,mic_p
S0004,LHippo1,0.57,0.136
S0004,LHippo2,0.487,0.488
S0004,LHippo3,0.441,0.356
S0004,LHippo4,0.445,0.334
S0004,LHippo5,0.417,0.24
S0004,LHippo6,0.475,0.267
S0004,LHippo7,0.525,0.297
S0004,LHippo8,0.551,0.291
S0004,LHippo9,0.495,0.076
S0004,LHippo10,0.569,0.112
S0004,RHippo1,0.322,0.024
S0004,RHippo2,0.32,0.011
S0004,RHippo3,0.354,0.017
S0004,RHippo4,0.35,0.086
S0004,RHippo5,0.339,0.083
S0004,RHippo6,0.247,0.192
S0004,RHippo7,0.369,0.537
S0004,RHippo8,0.464,0.717
S0004,RHippo10,0.301,0.387
S0004,RAntTm1,0.4,0.004
S0004,RAntTm2,0.459,0.008
S0004,RAntTm3,0.467,0.005
S0004,RAntTm4,0.414,0.045
S0004,RAntTm5,0.406,0.179
S0004,RAntTm6,0.298,0.152
S0004,RAntTm7,0.361,0.198
S0004,RAntTm8,0.425,0.325
S0004,RAntTm9,0.437,0.214
S0004,RAntTm10,0.337,0.158
S0004,RMdTm51,0.363,0.331
S0004,RMdTm52,0.214,0.19
S0004,RMdTm53,0.243,0.044
S0004,RMdTm54,0.103,0.082
S0004,RMdTm55,0.09,0.035
S0004,RMdTm56,0.095,0.524
S0004,RMdTm57,0.025,0.257
S0004,RMdTm58,0.015,0.032
S0004,RMdTm71,0.48,0.054
S0004,RMdTm72,0.372,0.042
S0004,RMdTm73,0.31,0.135
S0004,RMdTm74,0.359,0.313
S0004,RMdTm75,0.371,0.547
S0004,RMdTm76,0.359,0.101
S0004,RMdTm77,0.234,0.12
S0004,RMdTm78,0.064,0.001
S0004,RInTm51,0.245,0.374
S0004,RInTm52,0.221,0.309
S0004,RInTm53,0.185,0.137
S0004,RInTm54,0.121,0.07
S0004,RInTm55,0.088,0.022
S0004,RInTm56,0.107,0.024
S0004,RInTm57,0.533,0.004
S0004,RInTm58,0.5,0.003
S0004,RSpTm51,0.248,0.349
S0004,RSpTm52,0.432,0.494
S0004,RSpTm53,0.13,0.07
S0004,RSpTm54,0.223,0.265
S0004,RSpTm55,0.234,0.362
S0004,RSpTm56,0.083,0.198
S0004,RSpTm57,0.0,0.001
S0004,RSpTm58,0.0,0.0
S0004,RSpTm71,0.282,0.014
S0004,RSpTm72,0.327,0.31
S0004,RSpTm73,0.897,0.997
S0004,RSpTm74,0.853,0.921
S0004,RSpTm75,0.561,0.369
S0004,RSpTm76,0.387,0.244
S0004,RSpTm77,0.277,0.08
S0004,RInIns3,0.467,0.445
S0004,RInIns4,0.143,0.168
S0004,RInIns5,0.045,0.023
S0004,RInIns7,0.006,0.0
S0004,RInIns8,0.004,0.0
S0004,RSpIns1,0.155,0.007
S0004,RSpIns2,0.377,0.012
S0004,RSpIns3,0.385,0.043
S0004,RSpIns4,0.298,0.002
S0004,RSpIns5,0.13,0.004
S0004,RSpIns6,0.13,0.008
S0004,RSpIns7,0.262,0.017
S0004,RSpIns8,0.053,0.005
S0006,RAST1,0.453,0.149
S0006,RAST2,0.268,0.234
S0006,RAST3,0.208,0.263
S0006,RAST5,0.204,0.325
S0006,RAST6,0.189,0.221
S0006,RAST7,0.281,0.176
S0006,RAST8,0.297,0.099
S0006,RAST9,0.266,0.053
S0006,RAST10,0.163,0.055
S0006,RAST11,0.385,0.073
S0006,RAST12,0.531,0.083
S0006,RMST1,0.294,0.186
S0006,RMST2,0.254,0.216
S0006,RMST3,0.314,0.209
S0006,RMST4,0.282,0.19
S0006,RMST5,0.184,0.181
S0006,RMST6,0.174,0.2
S0006,RMST7,0.149,0.137
S0006,RMST8,0.102,0.115
S0006,RMST9,0.0,0.032
S0006,RMST10,0.0,0.04
S0006,RMST11,0.0,0.169
S0006,RMST12,0.013,0.086
S0006,RMST13,0.169,0.069
S0006,RMST14,0.434,0.106
S0006,RPST1,0.678,0.264
S0006,RPST2,0.396,0.101
S0006,RPST3,0.424,0.123
S0006,RPST4,0.311,0.054
S0006,RPST5,0.349,0.317
S0006,RPST6,0.198,0.167
S0006,RPST7,0.067,0.019
S0006,RPST8,0.091,0.058
S0006,RPST9,0.18,0.262
S0006,RPST10,0.199,0.283
S0006,RPST11,0.047,0.038
S0006,RPST12,0.411,0.093
S0006,RPPST1,0.558,0.095
S0006,RPPST2,0.684,0.196
S0006,RPPST3,0.74,0.169
S0006,RPPST4,0.548,0.068
S0006,RPPST5,0.383,0.039
S0006,RPPST6,0.401,0.337
S0006,RPPST7,0.208,0.263
S0006,RPPST8,0.025,0.0
S0006,RPPST9,0.001,0.004
S0006,RPPST10,0.0,0.009
S0006,RPPST11,0.0,0.009
S0006,RPPST13,0.0,0.0
S0006,RPPST14,0.0,0.0
S0006,RPPST15,0.0,0.0
S0006,RPPST16,0.413,0.067
S0006,RAIF1,0.268,0.016
S0006,RAIF2,0.052,0.011
S0006,RAIF3,0.26,0.128
S0006,RAIF4,0.235,0.472
S0006,RAIF5,0.336,0.917
S0006,RAIF6,0.223,0.578
S0006,RAIF7,0.432,0.347
S0006,RAIF8,0.603,0.222
S0006,RPI1,0.238,0.375
S0006,RPI2,0.174,0.303
S0006,RPI3,0.21,0.164
S0006,RPI4,0.431,0.088
S0006,RPI5,0.289,0.016
S0006,RPI6,0.172,0.02
S0006,RPI7,0.268,0.027
S0006,RPI8,0.092,0.14
S0006,RPI9,0.061,0.072
S0006,RPI10,0.004,0.0
S0006,RPI11,0.014,0.001
S0006,RPI12,0.086,0.004
S0006,RPI13,0.232,0.023
S0006,RPI14,0.369,0.075
S0006,RPI15,0.461,0.264
S0006,RPI16,0.584,0.43
S0006,ROF1,0.211,0.681
S0006,ROF2,0.361,0.57
S0006,ROF3,0.393,0.441
S0006,ROF4,0.315,0.175
S0006,ROF5,0.292,0.083
S0006,ROF6,0.286,0.035
S0006,ROF7,0.266,0.047
S0006,ROF8,0.339,0.086
S0006,ROF9,0.325,0.064
S0006,ROF10,0.339,0.065
S0006,ROF11,0.377,0.077
S0006,ROF12,0.427,0.191
S0006,ROF13,0.378,0.303
S0006,ROF14,0.508,0.327
S0006,ROF15,0.671,0.605
S0006,ROF16,0.533,0.365
S0006,RAC1,0.518,0.128
S0006,RAC2,0.616,0.16
S0006,RAC3,0.62,0.224
S0006,RAC4,0.625,0.38
S0006,RAC5,0.435,0.081
S0006,RAC6,0.302,0.098
S0006,RAC7,0.389,0.33
S0006,RAC8,0.492,0.637
S0006,RAC9,0.545,0.611
S0006,RAC10,0.477,0.517
S0006,RAC11,0.502,0.581
S0006,RAC12,0.369,0.341
S0007,AMF-AC1,0.458,0.118
S0007,AMF-AC2,0.584,0.037
S0007,AMF-AC3,0.638,0.021
S0007,AMF-AC4,0.609,0.025
S0007,AMF-AC5,0.611,0.011
S0007,AMF-AC6,0.516,0.093
S0007,AMF-AC7,0.338,0.344
S0007,AMF-AC8,0.464,0.315
S0007,AMF-AC9,0.478,0.054
S0007,AMF-AC10,0.277,0.249
S0007,AMF-AC11,0.499,0.128
S0007,AMF-AC12,0.451,0.065
S0007,AMF-AC13,0.536,0.024
S0007,AMF-AC14,0.609,0.04
S0007,MSF-MC1,0.447,0.027
S0007,MSF-MC2,0.694,0.032
S0007,MSF-MC3,0.539,0.038
S0007,MSF-MC4,0.577,0.265
S0007,MSF-MC5,0.526,0.278
S0007,MSF-MC6,0.482,0.217
S0007,MSF-MC7,0.574,0.072
S0007,MSF-MC8,0.477,0.131
S0007,MSF-MC9,0.463,0.238
S0007,MSF-MC10,0.441,0.364
S0007,AIF-OF1,0.286,0.067
S0007,AIF-OF2,0.276,0.122
S0007,AIF-OF3,0.396,0.069
S0007,AIF-OF4,0.378,0.134
S0007,AIF-OF5,0.404,0.117
S0007,AIF-OF6,0.454,0.217
S0007,AIF-OF7,0.538,0.131
S0007,AIF-OF8,0.392,0.183
S0007,AIF-OF9,0.427,0.124
S0007,AIF-OF10,0.337,0.079
S0007,AIF-OF11,0.413,0.029
S0007,AIF-OF12,0.358,0.021
S0007,AIF-OF13,0.434,0.019
S0007,AIF-OF14,0.585,0.037
S0007,ASF-AI1,0.849,0.308
S0007,ASF-AI2,0.875,0.325
S0007,ASF-AI3,0.814,0.241
S0007,ASF-AI4,0.785,0.309
S0007,ASF-AI5,0.539,0.212
S0007,ASF-AI6,0.66,0.085
S0007,ASF-AI7,0.732,0.065
S0007,ASF-AI8,0.69,0.141
S0007,ASF-AI9,0.419,0.252
S0007,ASF-AI10,0.567,0.177
S0007,ASF-AI11,0.525,0.097
S0007,ASF-AI12,0.308,0.126
S0007,ASF-AI13,0.478,0.145
S0007,ASF-AI14,0.563,0.222
S0007,ASF-AI15,0.645,0.162
S0007,ASF-AI16,0.708,0.18
S0007,PSF-PI1,0.079,0.1
S0007,PSF-PI2,0.002,0.006
S0007,PSF-PI3,0.0,0.0
S0007,PSF-PI4,0.0,0.0
S0007,PSF-PI5,0.0,0.0
S0007,PSF-PI6,0.021,0.0
S0007,PSF-PI7,0.259,0.0
S0007,PSF-PI8,0.196,0.0
S0007,PSF-PI9,0.467,0.008
S0007,PSF-PI10,0.577,0.0
S0007,PSF-PI11,0.63,0.0
S0007,PSF-PI12,0.841,0.804
S0007,PSF-PI13,0.352,0.484
S0007,PSF-PI14,0.641,0.42
S0007,PSF-PI15,0.778,0.565
S0007,MMF-PL1,0.753,0.169
S0007,MMF-PL2,0.564,0.333
S0007,MMF-PL3,0.426,0.725
S0007,MMF-PL4,0.14,0.388
S0007,MMF-PL5,0.12,0.142
S0007,MMF-PL6,0.265,0.343
S0007,MMF-PL7,0.415,0.238
S0007,MMF-PL8,0.57,0.433
S0007,MMF-PL9,0.184,0.168
S0007,MMF-PL10,0.345,0.007
S0007,AMF-AI1,0.668,0.132
S0007,AMF-AI3,0.046,0.327
S0007,AMF-AI4,0.0,0.313
S0007,AMF-AI5,0.0,0.11
S0007,AMF-AI6,0.042,0.496
S0007,AMF-AI7,0.157,0.74
S0007,AMF-AI8,0.447,0.059
S0007,LMF-PV1,0.606,0.034
S0007,LMF-PV2,0.677,0.011
S0007,LMF-PV3,0.687,0.01
S0007,LMF-PV4,0.677,0.003
S0007,LMF-PV5,0.672,0.007
S0007,LMF-PV6,0.568,0.009
S0007,LMF-PV7,0.533,0.017
S0007,LMF-PV8,0.534,0.016
S0007,LMF-PV9,0.511,0.019
S0007,LMF-PV10,0.586,0.077
S0010,LAC1,0.277,0.377
S0010,LAC2,0.364,0.376
S0010,LAC3,0.398,0.367
S0010,LAC4,0.443,0.371
S0010,LAC5,0.347,0.209
S0010,LAC6,0.514,0.353
S0010,LAC7,0.464,0.389
S0010,LAC8,0.533,0.414
S0010,LAC9,0.475,0.377
S0010,LAC10,0.46,0.402
S0010,LAH1,0.492,0.532
S0010,LAH2,0.476,0.615
S0010,LAH3,0.497,0.619
S0010,LAH4,0.449,0.417
S0010,LAH5,0.404,0.33
S0010,LAH6,0.398,0.222
S0010,LAH7,0.404,0.233
S0010,LAH8,0.255,0.162
S0010,LAH9,0.198,0.166
S0010,LAH10,0.089,0.084
S0010,LAH11,0.192,0.136
S0010,LAH12,0.28,0.173
S0010,LAH13,0.271,0.122
S0010,LAH14,0.411,0.096
S0010,RAC1,0.357,0.312
S0010,RAC2,0.281,0.316
S0010,RAC3,0.392,0.383
S0010,RAC4,0.349,0.215
S0010,RAC5,0.348,0.3
S0010,RAC6,0.462,0.441
S0010,RAC7,0.463,0.576
S0010,RAC8,0.477,0.527
S0010,RAC9,0.325,0.517
S0010,RAC10,0.486,0.536
S0010,RAC11,0.45,0.421
S0010,RAC12,0.591,0.514
S0010,RAI1,0.55,0.195
S0010,RAI2,0.261,0.165
S0010,RAI3,0.534,0.144
S0010,RAI4,0.552,0.339
S0010,RAI5,0.378,0.143
S0010,RAI6,0.457,0.38
S0010,RAI7,0.174,0.159
S0010,RAI8,0.173,0.082
S0010,RAI9,0.284,0.243
S0010,RAI10,0.487,0.442
S0010,RAMG1,0.362,0.652
S0010,RAMG2,0.27,0.597
S0010,RAMG3,0.371,0.57
S0010,RAMG4,0.43,0.54
S0010,RAMG5,0.358,0.546
S0010,RAMG6,0.369,0.541
S0010,RAMG7,0.372,0.492
S0010,RAMG8,0.321,0.328
S0010,RAMG9,0.38,0.258
S0010,RAMG10,0.321,0.247
S0010,RAMG11,0.34,0.224
S0010,RAMG12,0.367,0.262
S0010,RLOF1,0.422,0.332
S0010,RLOF2,0.507,0.458
S0010,RLOF3,0.669,0.471
S0010,RLOF4,0.641,0.446
S0010,RLOF5,0.582,0.345
S0010,RLOF6,0.569,0.365
S0010,RLOF7,0.548,0.348
S0010,RLOF8,0.542,0.28
S0010,RLOF9,0.587,0.357
S0010,RLOF10,0.386,0.313
S0010,RLOF11,0.442,0.429
S0010,RLOF12,0.429,0.306
S0010,LLOF1,0.375,0.268
S0010,LLOF2,0.463,0.367
S0010,LLOF3,0.565,0.379
S0010,LLOF4,0.463,0.372
S0010,LLOF5,0.487,0.36
S0010,LLOF6,0.475,0.364
S0010,LLOF7,0.492,0.39
S0010,LLOF9,0.498,0.356
S0010,LLOF10,0.496,0.404
S0010,LLOF11,0.57,0.406
S0010,LLOF12,0.531,0.401
S0010,LLOF13,0.548,0.458
S0010,LLOF14,0.56,0.42
S0010,RMC1,0.425,0.454
S0010,RMC2,0.427,0.286
S0010,RMC3,0.334,0.118
S0010,RMC4,0.555,0.25
S0010,RMC5,0.515,0.271
S0010,RMC6,0.413,0.271
S0010,RMC7,0.37,0.4
S0010,RMC8,0.3,0.358
S0010,RMC9,0.41,0.459
S0010,RMC10,0.176,0.386
S0010,RMC11,0.469,0.473
S0010,RMC12,0.393,0.554
S0010,RMH1,0.221,0.613
S0010,RMH2,0.192,0.586
S0010,RMH3,0.181,0.485
S0010,RMH4,0.145,0.401
S0010,RMH5,0.16,0.289
S0010,RMH6,0.17,0.346
S0010,RMH7,0.307,0.554
S0010,RMH8,0.343,0.408
S0010,RMH9,0.268,0.275
S0010,RMH10,0.16,0.166
S0010,RMH11,0.188,0.167
S0010,RMH12,0.235,0.134
S0010,RMOF1,0.475,0.485
S0010,RMOF2,0.52,0.594
S0010,RMOF3,0.413,0.384
S0010,RMOF4,0.347,0.368
S0010,RMOF5,0.454,0.394
S0010,RMOF6,0.401,0.36
S0010,RMOF7,0.402,0.291
S0010,RMOF8,0.435,0.338
S0010,RMOF9,0.426,0.286
S0010,RMOF10,0.619,0.462
S0010,RMOF11,0.391,0.302
S0010,RMOF12,0.526,0.668
S0010,RMOF13,0.613,0.806
S0010,RMOF14,0.578,0.711
S0010,RMOF15,0.494,0.514
S0010,RMOF16,0.597,0.482
S0010,RPA4,0.397,0.142
S0010,RPI1,0.187,0.133
S0010,RPI2,0.479,0.264
S0010,RPI3,0.497,0.296
S0010,RPI4,0.45,0.236
S0010,RPI5,0.211,0.08
S0010,RPI6,0.29,0.092
S0010,RPI7,0.403,0.152
S0010,RPI8,0.383,0.093
S0010,RPI9,0.413,0.074
S0010,RPI10,0.421,0.078
S0010,RPI11,0.386,0.051
S0010,RPI12,0.5,0.149
S0010,RTP1,0.257,0.299
S0010,RTP2,0.353,0.168
S0010,RTP3,0.407,0.162
S0010,RTP4,0.421,0.164
S0010,RTP5,0.469,0.102
S0010,RTP6,0.547,0.089
S0010,RTP7,0.563,0.192
S0010,RTP8,0.457,0.152
S0010,RTP9,0.499,0.143
S0010,RTP10,0.499,0.086
S0014,MTG-AH1,0.286,0.258
S0014,MTG-AH2,0.257,0.138
S0014,MTG-AH3,0.485,0.239
S0014,MTG-AH4,0.376,0.343
S0014,MTG-AH5,0.433,0.454
S0014,MTG-AH6,0.537,0.335
S0014,MTG-AH7,0.57,0.285
S0014,MTG-AH8,0.54,0.24
S0014,MTG-AH9,0.345,0.031
S0014,MTG-AH10,0.319,0.341
S0014,MTG-AH11,0.156,0.325
S0014,MTG-AH12,0.356,0.558
S0014,MTG-AH13,0.356,0.298
S0014,MTG-AH14,0.327,0.423
S0014,MTG-AH15,0.458,0.308
S0014,STG-HG1,0.0,0.0
S0014,STG-HG2,0.0,0.0
S0014,STG-HG3,0.0,0.0
S0014,STG-HG4,0.0,0.004
S0014,STG-HG5,0.0,0.041
S0014,STG-HG6,0.0,0.092
S0014,STG-HG7,0.012,0.067
S0014,STG-HG8,0.36,0.241
S0014,MTG-PH1,0.465,0.385
S0014,MTG-PH2,0.364,0.339
S0014,MTG-PH3,0.391,0.268
S0014,MTG-PH4,0.578,0.301
S0014,MTG-PH5,0.486,0.219
S0014,MTG-PH6,0.455,0.2
S0014,MTG-PH7,0.541,0.229
S0014,MTG-PH8,0.562,0.258
S0014,MTG-PH9,0.572,0.191
S0014,MTG-PH10,0.398,0.332
S0014,MTG-PH11,0.487,0.617
S0014,AG-PI1,0.175,0.0
S0014,AG-PI2,0.08,0.02
S0014,AG-PI3,0.076,0.011
S0014,AG-PI4,0.06,0.0
S0014,AG-PI5,0.134,0.0
S0014,AG-PI6,0.117,0.0
S0014,AG-PI7,0.415,0.086
S0014,AG-PI8,0.551,0.054
S0014,AG-PI9,0.727,0.397
S0014,AG-PI10,0.643,0.548
S0014,AG-PI11,0.598,0.36
S0014,AG-PI12,0.62,0.243
S0014,AG-PI14,0.747,0.54
S0014,IMF-AI1,0.54,0.07
S0014,IMF-AI2,0.424,0.177
S0014,IMF-AI3,0.625,0.224
S0014,IMF-AI4,0.702,0.306
S0014,IMF-AI5,0.778,0.35
S0014,IMF-AI6,0.77,0.49
S0014,IMF-AI7,0.736,0.586
S0014,IMF-AI8,0.753,0.588
S0014,IMF-AI9,0.683,0.607
S0014,IMF-AI10,0.543,0.681
S0014,SMFMOF1,0.44,0.39
S0014,SMFMOF2,0.66,0.321
S0014,SMFMOF3,0.45,0.268
S0014,SMFMOF4,0.501,0.413
S0014,SMFMOF5,0.577,0.416
S0014,SMFMOF6,0.565,0.448
S0014,SMFMOF7,0.613,0.458
S0014,SMFMOF8,0.603,0.387
S0014,SMFMOF9,0.598,0.398
S0014,SMFMOF10,0.643,0.407
S0014,SMFMOF11,0.598,0.546
S0014,SMFMOF12,0.574,0.792
S0014,SMFMOF13,0.535,0.673
S0014,SMFMOF14,0.619,0.58
S0014,SMFMOF15,0.649,0.579
S0014,SMFMOF16,0.618,0.508
S0014,MAFLOF1,0.37,0.269
S0014,MAFLOF2,0.45,0.329
S0014,MAFLOF3,0.638,0.279
S0014,MAFLOF4,0.663,0.233
S0014,MAFLOF5,0.698,0.183
S0014,MAFLOF6,0.752,0.338
S0014,MAFLOF7,0.724,0.511
S0014,MAFLOF8,0.712,0.671
S0014,MAFLOF9,0.525,0.61
S0014,MAFLOF10,0.488,0.595
S0014,MAFLOF11,0.716,0.622
S0014,MAFLOF12,0.68,0.602
S0014,MAFLOF13,0.497,0.579
S0014,MAFLOF14,0.658,0.578
S0014,MAFLOF15,0.604,0.629
S0014,MAFLOF16,0.615,0.557
S0014,MPF-AC1,0.603,0.347
S0014,MPF-AC2,0.613,0.254
S0014,MPF-AC3,0.6,0.247
S0014,MPF-AC4,0.606,0.226
S0014,MPF-AC5,0.655,0.369
S0014,MPF-AC6,0.626,0.356
S0014,MPF-AC7,0.625,0.343
S0014,MPF-AC8,0.656,0.379
S0014,MPF-AC9,0.673,0.365
S0014,MPF-AC10,0.696,0.4
S0014,MPF-AC11,0.574,0.469
S0014,MPF-AC12,0.387,0.489
S0014,MPF-AC13,0.424,0.485
S0014,MPF-AC14,0.684,0.489
S0015,AMT-AMG1,0.644,0.277
S0015,AMT-AMG2,0.785,0.399
S0015,AMT-AMG3,0.795,0.388
S0015,AMT-AMG4,0.844,0.425
S0015,AMT-AMG5,0.764,0.287
S0015,AMT-AMG6,0.746,0.308
S0015,AMT-AMG7,0.577,0.283
S0015,AMT-AMG8,0.564,0.256
S0015,AMT-AMG9,0.601,0.422
S0015,AMT-AMG10,0.558,0.226
S0015,AMT-AMG11,0.474,0.261
S0015,AMT-AMG12,0.452,0.243
S0015,AMT-AMG13,0.562,0.55
S0015,AMT-AMG14,0.529,0.559
S0015,MST-AHG1,0.516,0.485
S0015,MST-AHG2,0.494,0.522
S0015,MST-AHG3,0.43,0.675
S0015,MST-AHG4,0.519,0.564
S0015,MST-AHG5,0.505,0.452
S0015,MST-AHG6,0.509,0.309
S0015,MST-AHG7,0.485,0.181
S0015,MST-AHG8,0.466,0.195
S0015,MST-AHG9,0.275,0.355
S0015,MST-AHG10,0.383,0.426
S0015,MST-AHG11,0.166,0.131
S0015,MST-AHG12,0.025,0.032
S0015,MST-AHG13,0.003,0.016
S0015,MST-AHG14,0.011,0.046
S0015,PST-PHG1,0.418,0.544
S0015,PST-PHG2,0.627,0.669
S0015,PST-PHG3,0.61,0.734
S0015,PST-PHG4,0.318,0.352
S0015,PST-PHG5,0.322,0.197
S0015,PST-PHG6,0.174,0.08
S0015,PST-PHG7,0.041,0.073
S0015,PST-PHG8,0.119,0.155
S0015,PST-PHG9,0.039,0.046
S0015,PST-PHG10,0.006,0.015
S0015,PST-PHG11,0.002,0.01
S0015,PST-PHG12,0.001,0.014
S0015,PST-PHG13,0.0,0.002
S0015,PST-PHG14,0.0,0.0
S0015,MMF-LOF1,0.446,0.338
S0015,MMF-LOF2,0.45,0.427
S0015,MMF-LOF3,0.415,0.251
S0015,MMF-LOF4,0.258,0.138
S0015,MMF-LOF5,0.325,0.451
S0015,MMF-LOF6,0.401,0.26
S0015,MMF-LOF7,0.222,0.315
S0015,MMF-LOF8,0.45,0.266
S0015,MMF-LOF9,0.423,0.374
S0015,MMF-LOF10,0.592,0.407
S0015,MMF-LOF11,0.579,0.578
S0015,MMF-LOF12,0.533,0.61
S0015,MMF-LOF13,0.435,0.496
S0015,MMF-LOF14,0.281,0.225
S0015,MSF-MOF1,0.447,0.391
S0015,MSF-MOF2,0.516,0.294
S0015,MSF-MOF3,0.661,0.317
S0015,MSF-MOF4,0.561,0.351
S0015,MSF-MOF5,0.516,0.399
S0015,MSF-MOF6,0.464,0.42
S0015,MSF-MOF7,0.637,0.568
S0015,MSF-MOF8,0.478,0.429
S0015,MSF-MOF9,0.432,0.306
S0015,MSF-MOF10,0.402,0.303
S0015,MSF-MOF11,0.362,0.359
S0015,MSF-MOF12,0.526,0.354
S0015,MSF-MOF13,0.574,0.267
S0015,MSF-MOF14,0.517,0.361
S0015,MSF-MOF15,0.348,0.281
S0015,MSF-MOF16,0.534,0.4
S0015,MMF-AC1,0.615,0.339
S0015,MMF-AC2,0.585,0.218
S0015,MMF-AC3,0.438,0.18
S0015,MMF-AC4,0.455,0.183
S0015,MMF-AC5,0.442,0.166
S0015,MMF-AC6,0.47,0.351
S0015,MMF-AC7,0.395,0.186
S0015,MMF-AC8,0.371,0.222
S0015,MMF-AC9,0.401,0.244
S0015,MMF-AC10,0.581,0.21
S0015,MMF-AC11,0.472,0.312
S0015,MMF-AC12,0.442,0.22
S0015,MMF-AC13,0.498,0.154
S0015,MMF-AC14,0.443,0.163
S0015,PMF-MC1,0.554,0.32
S0015,PMF-MC2,0.524,0.181
S0015,PMF-MC3,0.496,0.155
S0015,PMF-MC4,0.5,0.139
S0015,PMF-MC5,0.447,0.125
S0015,PMF-MC6,0.478,0.097
S0015,PMF-MC7,0.426,0.056
S0015,PMF-MC8,0.374,0.09
S0015,PMF-MC9,0.34,0.077
S0015,PMF-MC10,0.315,0.076
S0015,PMF-MC11,0.405,0.193
S0015,PMF-MC12,0.689,0.247
S0015,PMF-MC13,0.53,0.245
S0015,PMF-MC14,0.488,0.285
S0015,MIF-AI1,0.497,0.263
S0015,MIF-AI2,0.338,0.194
S0015,MIF-AI3,0.452,0.157
S0015,MIF-AI4,0.333,0.259
S0015,MIF-AI5,0.411,0.31
S0015,MIF-AI6,0.466,0.545
S0015,MIF-AI7,0.471,0.491
S0015,MIF-AI8,0.376,0.418
S0015,SP-PI1,0.446,0.282
S0015,SP-PI2,0.349,0.179
S0015,SP-PI3,0.411,0.153
S0015,SP-PI4,0.221,0.052
S0015,SP-PI5,0.308,0.05
S0015,SP-PI6,0.531,0.229
S0015,SP-PI7,0.169,0.109
S0015,SP-PI8,0.093,0.066
S0015,SP-PI9,0.23,0.219
S0015,SP-PI10,0.397,0.175
S0015,SP-PI11,0.389,0.139
S0015,SP-PI12,0.66,0.453
S0015,SP-PI14,0.475,0.159
S0017,ASF-MOF1,0.702,0.158
S0017,ASF-MOF2,0.597,0.242
S0017,ASF-MOF3,0.598,0.165
S0017,ASF-MOF4,0.581,0.193
S0017,ASF-MOF5,0.534,0.203
S0017,ASF-MOF6,0.577,0.306
S0017,ASF-MOF7,0.612,0.3
S0017,ASF-MOF8,0.572,0.432
S0017,ASF-MOF9,0.491,0.388
S0017,ASF-MOF10,0.522,0.259
S0017,ASF-MOF11,0.518,0.33
S0017,ASF-MOF12,0.514,0.382
S0017,ASF-MOF13,0.529,0.473
S0017,ASF-MOF14,0.674,0.489
S0017,ASF-MOF15,0.702,0.342
S0017,AMF-LOF1,0.412,0.198
S0017,AMF-LOF2,0.274,0.318
S0017,AMF-LOF3,0.395,0.23
S0017,AMF-LOF4,0.278,0.36
S0017,AMF-LOF5,0.29,0.602
S0017,AMF-LOF6,0.283,0.591
S0017,AMF-LOF7,0.377,0.372
S0017,AMF-LOF8,0.293,0.345
S0017,AMF-LOF9,0.341,0.394
S0017,AMF-LOF10,0.361,0.605
S0017,AMF-LOF11,0.404,0.546
S0017,AMF-LOF12,0.456,0.406
S0017,AMF-LOF13,0.521,0.343
S0017,MSF-AC1,0.491,0.428
S0017,MSF-AC2,0.572,0.325
S0017,MSF-AC3,0.545,0.3
S0017,MSF-AC4,0.587,0.393
S0017,MSF-AC5,0.393,0.603
S0017,MSF-AC6,0.405,0.331
S0017,MSF-AC7,0.521,0.515
S0017,MSF-AC8,0.514,0.536
S0017,MSF-AC9,0.496,0.567
S0017,MSF-AC10,0.534,0.502
S0017,AIF-AI1,0.533,0.637
S0017,AIF-AI2,0.565,0.449
S0017,AIF-AI3,0.456,0.371
S0017,AIF-AI4,0.391,0.646
S0017,AIF-AI5,0.358,0.625
S0017,AIF-AI6,0.433,0.379
S0017,AIF-AI7,0.355,0.508
S0017,AIF-AI8,0.427,0.305
S0017,AMT-AMG1,0.486,0.241
S0017,AMT-AMG2,0.548,0.233
S0017,AMT-AMG3,0.531,0.187
S0017,AMT-AMG4,0.552,0.178
S0017,AMT-AMG5,0.592,0.114
S0017,AMT-AMG6,0.579,0.171
S0017,AMT-AMG7,0.573,0.261
S0017,AMT-AMG8,0.52,0.178
S0017,AMT-AMG9,0.729,0.199
S0017,AMT-AMG10,0.783,0.027
S0017,MMT-AH1,0.485,0.303
S0017,MMT-AH2,0.607,0.296
S0017,MMT-AH3,0.563,0.286
S0017,MMT-AH4,0.493,0.369
S0017,MMT-AH5,0.495,0.407
S0017,MMT-AH6,0.271,0.351
S0017,MMT-AH7,0.236,0.276
S0017,MMT-AH8,0.187,0.284
S0017,MMT-AH9,0.066,0.325
S0017,MMT-AH10,0.067,0.245
S0017,MMT-AH11,0.003,0.107
S0017,MMT-AH12,0.051,0.151
S0017,MMT-AH13,0.491,0.05
S0017,MMT-AH14,0.691,0.051
S0017,PMT-PH1,0.676,0.374
S0017,PMT-PH2,0.675,0.403
S0017,PMT-PH3,0.552,0.333
S0017,PMT-PH4,0.359,0.309
S0017,PMT-PH5,0.02,0.312
S0017,PMT-PH6,0.072,0.407
S0017,PMT-PH7,0.008,0.063
S0017,PMT-PH8,0.001,0.071
S0017,PMT-PH9,0.002,0.121
S0017,PMT-PH10,0.0,0.033
S0017,PMT-PH11,0.0,0.063
S0017,PMT-PH12,0.0,0.201
S0017,PMT-PH13,0.024,0.184
S0017,PMT-PH14,0.674,0.042
S0017,OP-PV1,0.558,0.152
